	speaker	domain	language
12758	gmaxrs	di tempat kerja	jawa
12759	gmaxrs	di pasar	jawa
12760	gmaxrs	di warung	jawa
12761	gmaxrs	di bank	indonesia
12762	gmaxrs	di kantor pos	indonesia
12763	gmaxrs	di sd dengan guru	indonesia
12764	gmaxrs	di sd dengan teman sekelas	jawa
12765	gmaxrs	di sma dengan guru	indonesia
12766	gmaxrs	di sma dengan teman sekelas	jawa
12767	gmaxrs	di kendaraan umum	jawa
12768	gmaxrs	membaca novel/buku cerita	indonesia
12769	gmaxrs	membaca koran	indonesia
12770	gmaxrs	membaca majalah	indonesia
12771	gmaxrs	mendengar musik	indonesia
12772	gmaxrs	mendengar musik	jawa
12773	gmaxrs	mendengar radio	indonesia
12774	gmaxrs	mendengar radio	jawa
12775	gmaxrs	menonton tv	indonesia
12776	gmaxrs	menonton tv	jawa
12777	inuyjk	dengan ibu	krama
12778	inuyjk	dengan ibu	ngoko
12779	inuyjk	dengan bapak	krama
12780	inuyjk	dengan bapak	ngoko
12781	inuyjk	dengan kakak/adik	ngoko
12782	inuyjk	dengan nenek dan kakek	krama
12783	inuyjk	dengan nenek dan kakek	ngoko
12785	inuyjk	dengan sanak saudara (tante, om, sepupu, dll)	ngoko
12786	inuyjk	dengan tetangga	krama
12787	inuyjk	dengan tetangga	ngoko
12789	inuyjk	apabila marah	ngoko
12790	inuyjk	dalam mimpi	ngoko
12791	inuyjk	berhitung	ngoko
12792	inuyjk	kirim sms ke keluarga	krama
12793	inuyjk	kirim sms ke teman	ngoko
12795	inuyjk	dalam jejaring sosial (fb)	indonesia
12796	inuyjk	dalam jejaring sosial (fb)	ngoko
12797	inuyjk	berdoa dalam hati	krama
12798	inuyjk	berdoa di tempat ibadah	indonesia
12799	inuyjk	berdoa di tempat ibadah	krama
12800	inuyjk	di rumah	ngoko
12802	inuyjk	di pasar	krama
12803	inuyjk	di warung	krama
12804	inuyjk	di bank	indonesia
12805	inuyjk	di kantor pos	indonesia
12806	inuyjk	di sd dengan guru	krama
12807	inuyjk	di sd dengan teman sekelas	ngoko
12808	inuyjk	di sma dengan guru	indonesia
12809	inuyjk	di sma dengan guru	krama
12810	inuyjk	di sma dengan teman sekelas	ngoko
12811	inuyjk	di kendaraan umum	indonesia
12812	inuyjk	di kendaraan umum	krama
12813	inuyjk	membaca novel/buku cerita	indonesia
12814	inuyjk	membaca novel/buku cerita	krama ngoko
12815	inuyjk	membaca koran	indonesia
12816	inuyjk	membaca majalah	indonesia
12817	inuyjk	mendengar musik	indonesia
12818	inuyjk	mendengar radio	indonesia
12819	inuyjk	menonton tv	indonesia
12820	mtenqv	dengan ibu	krama
12821	mtenqv	dengan bapak	krama
12822	mtenqv	dengan kakak/adik	ngoko
12823	mtenqv	dengan nenek dan kakek	krama
12825	mtenqv	dengan sanak saudara (tante, om, sepupu, dll)	krama
12826	mtenqv	dengan tetangga	krama
12828	mtenqv	apabila marah	ngoko
12829	mtenqv	dalam mimpi	jawa
12830	mtenqv	berhitung	jawa
12831	mtenqv	kirim sms ke keluarga	jawa
12832	mtenqv	kirim sms ke teman	indonesia
12834	mtenqv	dalam jejaring sosial (fb)	indonesia
12835	mtenqv	berdoa dalam hati	indonesia
12836	mtenqv	berdoa di tempat ibadah	indonesia
12837	mtenqv	di rumah	jawa
12839	mtenqv	di pasar	jawa
12840	mtenqv	di warung	jawa
12841	mtenqv	di bank	indonesia
12842	mtenqv	di kantor pos	indonesia
12843	mtenqv	di sd dengan guru	krama
12844	mtenqv	di sd dengan teman sekelas	jawa
12845	mtenqv	di sma dengan guru	krama
12846	mtenqv	di sma dengan teman sekelas	ngoko
12847	mtenqv	di kendaraan umum	jawa
12848	mtenqv	membaca novel/buku cerita	indonesia
12849	mtenqv	membaca koran	indonesia
12850	mtenqv	membaca majalah	indonesia
12851	mtenqv	mendengar musik	indonesia
12852	mtenqv	mendengar radio	indonesia
12853	mtenqv	menonton tv	indonesia
12854	nxypbq	dengan ibu	jawa ngoko alus
12855	nxypbq	dengan bapak	jawa ngoko alus
12856	nxypbq	dengan kakak/adik	jawa ngoko
12857	nxypbq	dengan nenek dan kakek	jawa krama
12859	nxypbq	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
12860	nxypbq	dengan tetangga	jawa krama
12862	nxypbq	apabila marah	jawa ngoko
12864	nxypbq	berhitung	indonesia
12865	nxypbq	berhitung	jawa
12866	nxypbq	kirim sms ke keluarga	jawa ngoko
12867	nxypbq	kirim sms ke teman	indonesia
12868	nxypbq	kirim sms ke teman	jawa
12870	nxypbq	dalam jejaring sosial (fb)	indonesia
12871	nxypbq	dalam jejaring sosial (fb)	jawa
12872	nxypbq	berdoa dalam hati	indonesia
12873	nxypbq	berdoa di tempat ibadah	indonesia
12874	nxypbq	di rumah	jawa
12876	nxypbq	di pasar	indonesia
12877	nxypbq	di pasar	jawa
12878	nxypbq	di warung	indonesia
12879	nxypbq	di warung	jawa
12880	nxypbq	di bank	indonesia
12882	nxypbq	di sd dengan guru	jawa krama
12883	nxypbq	di sd dengan guru	indonesia
12884	nxypbq	di sd dengan teman sekelas	jawa ngoko
12885	nxypbq	di sma dengan guru	jawa krama
12886	nxypbq	di sma dengan guru	indonesia
12887	nxypbq	di sma dengan teman sekelas	jawa ngoko
12888	nxypbq	di sma dengan teman sekelas	indonesia
12889	nxypbq	di kendaraan umum	jawa krama
12890	nxypbq	di kendaraan umum	indonesia
12891	nxypbq	membaca novel/buku cerita	indonesia
12892	nxypbq	membaca koran	indonesia
12893	nxypbq	membaca majalah	indonesia
12894	nxypbq	mendengar musik	indonesia
12895	nxypbq	mendengar radio	indonesia
12896	nxypbq	mendengar radio	jawa
12897	nxypbq	menonton tv	indonesia
12898	zzktcz	dengan ibu	jawa
12899	zzktcz	dengan bapak	jawa
12900	zzktcz	dengan kakak/adik	jawa
12901	zzktcz	dengan nenek dan kakek	jawa
12903	zzktcz	dengan sanak saudara (tante, om, sepupu, dll)	jawa
12904	zzktcz	dengan tetangga	jawa
12906	zzktcz	apabila marah	jawa
12907	zzktcz	dalam mimpi	jawa
12908	zzktcz	berhitung	indonesia
12909	zzktcz	kirim sms ke keluarga	indonesia
12910	zzktcz	kirim sms ke teman	indonesia
12912	zzktcz	dalam jejaring sosial (fb)	indonesia
12913	zzktcz	berdoa dalam hati	indonesia
12914	zzktcz	berdoa di tempat ibadah	indonesia
12915	zzktcz	di rumah	jawa
12917	zzktcz	di pasar	jawa
12918	zzktcz	di warung	jawa
12919	zzktcz	di bank	indonesia
12920	zzktcz	di kantor pos	indonesia
12921	zzktcz	di sd dengan guru	indonesia
12922	zzktcz	di sd dengan teman sekelas	jawa
12923	zzktcz	di sma dengan guru	indonesia
12924	zzktcz	di sma dengan teman sekelas	jawa
12925	zzktcz	di kendaraan umum	jawa
12926	zzktcz	membaca novel/buku cerita	indonesia
12927	zzktcz	membaca koran	indonesia
12928	zzktcz	membaca majalah	indonesia
12929	zzktcz	mendengar musik	indonesia
12930	zzktcz	mendengar radio	indonesia
12931	zzktcz	menonton tv	indonesia
12932	ytdbdu	dengan ibu	jawa
12933	ytdbdu	dengan bapak	jawa
12934	ytdbdu	dengan kakak/adik	jawa
12935	ytdbdu	dengan nenek dan kakek	jawa
12937	ytdbdu	dengan sanak saudara (tante, om, sepupu, dll)	jawa
12940	ytdbdu	apabila marah	jawa
12941	ytdbdu	dalam mimpi	jawa
12942	ytdbdu	berhitung	indonesia
12943	ytdbdu	kirim sms ke keluarga	jawa
12944	ytdbdu	kirim sms ke teman	indonesia
12946	ytdbdu	dalam jejaring sosial (fb)	indonesia
12947	ytdbdu	berdoa dalam hati	indonesia
12948	ytdbdu	berdoa di tempat ibadah	indonesia
12949	ytdbdu	di rumah	jawa
12951	ytdbdu	di pasar	jawa
12952	ytdbdu	di warung	jawa
12953	ytdbdu	di bank	indonesia
12954	ytdbdu	di kantor pos	indonesia
12955	ytdbdu	di sd dengan guru	indonesia
12956	ytdbdu	di sd dengan teman sekelas	jawa
12957	ytdbdu	di sma dengan guru	indonesia
12958	ytdbdu	di sma dengan teman sekelas	jawa
12959	ytdbdu	di kendaraan umum	jawa
12960	ytdbdu	membaca novel/buku cerita	indonesia
12961	ytdbdu	membaca koran	indonesia
12962	ytdbdu	membaca majalah	indonesia
12963	ytdbdu	mendengar musik	indonesia
12964	ytdbdu	mendengar radio	indonesia
12965	ytdbdu	menonton tv	indonesia
12966	jddxuo	dengan ibu	jawa krama inggil
12967	jddxuo	dengan bapak	jawa krama inggil
12968	jddxuo	dengan kakak/adik	jawa ngoko
12969	jddxuo	dengan nenek dan kakek	jawa krama inggil
12971	jddxuo	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama inggil
12972	jddxuo	dengan tetangga	jawa krama madya
12974	jddxuo	apabila marah	jawa ngoko
12975	jddxuo	dalam mimpi	indonesia
12976	jddxuo	dalam mimpi	jawa
12977	jddxuo	dalam mimpi	inggris
12978	jddxuo	berhitung	indonesia
12979	jddxuo	berhitung	jawa
12980	jddxuo	kirim sms ke keluarga	indonesia
12981	jddxuo	kirim sms ke keluarga	krama inggil
12982	jddxuo	kirim sms ke teman	jawa ngoko
12983	jddxuo	kirim sms ke teman	krama inggil
12984	jddxuo	kirim sms ke teman	indonesia
12986	jddxuo	dalam jejaring sosial (fb)	indonesia
12987	jddxuo	dalam jejaring sosial (fb)	jawa
12988	jddxuo	berdoa dalam hati	indonesia
12989	jddxuo	berdoa dalam hati	jawa
12990	jddxuo	berdoa di tempat ibadah	arab
12991	jddxuo	berdoa di tempat ibadah	indonesia
12992	jddxuo	berdoa di tempat ibadah	jawa
12993	jddxuo	di rumah	jawa (ngoko
12994	jddxuo	di rumah	krama inggil
12995	jddxuo	di rumah	krama madya)
12997	jddxuo	di pasar	jawa ngoko
12998	jddxuo	di pasar	krama inggil
12999	jddxuo	di pasar	indonesia
13000	jddxuo	di warung	jawa ngoko
13001	jddxuo	di warung	indonesia
13002	jddxuo	di bank	indonesia
13003	jddxuo	di kantor pos	indonesia
13004	jddxuo	di sd dengan guru	indonesia
13005	jddxuo	di sd dengan teman sekelas	jawa
13006	jddxuo	di sma dengan guru	indonesia
13007	jddxuo	di sma dengan teman sekelas	indonesia
13008	jddxuo	di sma dengan teman sekelas	jawa
13009	jddxuo	di kendaraan umum	indonesia
13010	jddxuo	membaca novel/buku cerita	indonesia
13011	jddxuo	membaca koran	indonesia
13012	jddxuo	membaca majalah	indonesia
13013	jddxuo	mendengar musik	indonesia
13014	jddxuo	mendengar musik	inggris
13015	jddxuo	mendengar musik	jawa
13016	jddxuo	mendengar musik	jepang
13017	jddxuo	mendengar radio	indonesia
13018	jddxuo	menonton tv	indonesia
13019	jddxuo	menonton tv	jawa
13020	jddxuo	menonton tv	inggris
13021	uhdaqt	dengan ibu	jawa
13022	uhdaqt	dengan bapak	jawa
13023	uhdaqt	dengan kakak/adik	jawa
13024	uhdaqt	dengan nenek dan kakek	jawa
13025	uhdaqt	dengan suami/istri (kalau sudah menikah)	indonesia
13026	uhdaqt	dengan sanak saudara (tante, om, sepupu, dll)	jawa
13027	uhdaqt	dengan tetangga	jawa
13029	uhdaqt	apabila marah	jawa
13030	uhdaqt	dalam mimpi	jawa
13031	uhdaqt	berhitung	indonesia
13032	uhdaqt	kirim sms ke keluarga	jawa
13033	uhdaqt	kirim sms ke teman	indonesia
13034	uhdaqt	kirim sms ke suami/istri 	indonesia
13035	uhdaqt	dalam jejaring sosial (fb)	indonesia
13036	uhdaqt	berdoa dalam hati	indonesia
13037	uhdaqt	berdoa di tempat ibadah	indonesia
13038	uhdaqt	di rumah	jawa
13039	uhdaqt	di tempat kerja	indonesia
13040	uhdaqt	di pasar	jawa
13041	uhdaqt	di warung	jawa
13042	uhdaqt	di bank	indonesia
13043	uhdaqt	di kantor pos	indonesia
13044	uhdaqt	di sd dengan guru	jawa madya
13045	uhdaqt	di sd dengan teman sekelas	jawa
13046	uhdaqt	di sma dengan guru	indonesia
13047	uhdaqt	di sma dengan teman sekelas	jawa
13048	uhdaqt	di kendaraan umum	jawa
13049	uhdaqt	membaca novel/buku cerita	indonesia
13050	uhdaqt	membaca koran	indonesia
13051	uhdaqt	membaca majalah	indonesia
13052	uhdaqt	mendengar musik	indonesia
13053	uhdaqt	mendengar musik	inggris
13054	uhdaqt	mendengar radio	indonesia
13055	uhdaqt	mendengar radio	inggris
13056	uhdaqt	menonton tv	indonesia
13057	dzedbe	dengan ibu	krama
13058	dzedbe	dengan ibu	ngoko
13059	dzedbe	dengan bapak	krama
13060	dzedbe	dengan bapak	ngoko
13061	dzedbe	dengan kakak/adik	krama
13062	dzedbe	dengan kakak/adik	ngoko
13063	dzedbe	dengan nenek dan kakek	krama
13065	dzedbe	dengan sanak saudara (tante, om, sepupu, dll)	krama
13066	dzedbe	dengan sanak saudara (tante, om, sepupu, dll)	ngoko
13067	dzedbe	dengan tetangga	krama
13068	dzedbe	dengan tetangga	ngoko
13070	dzedbe	apabila marah	ngoko
13071	dzedbe	dalam mimpi	ngoko
13072	dzedbe	berhitung	ngoko
13073	dzedbe	kirim sms ke keluarga	krama
13074	dzedbe	kirim sms ke keluarga	ngoko
13075	dzedbe	kirim sms ke teman	indonesia
13077	dzedbe	dalam jejaring sosial (fb)	indonesia
13078	dzedbe	berdoa dalam hati	indonesia
13079	dzedbe	berdoa di tempat ibadah	indonesia
13080	dzedbe	di rumah	jawa
13081	dzedbe	di tempat kerja	indonesia
13082	dzedbe	di tempat kerja	jawa
13083	dzedbe	di pasar	jawa
13084	dzedbe	di warung	jawa
13085	dzedbe	di bank	indonesia
13086	dzedbe	di kantor pos	indonesia
13087	dzedbe	di sd dengan guru	indonesia
13088	dzedbe	di sd dengan teman sekelas	jawa
13089	dzedbe	di sma dengan guru	indonesia
13090	dzedbe	di sma dengan teman sekelas	jawa
13091	dzedbe	di kendaraan umum	jawa
13092	dzedbe	membaca novel/buku cerita	indonesia
13093	dzedbe	membaca koran	indonesia
13094	dzedbe	membaca majalah	indonesia
13095	dzedbe	mendengar musik	indonesia
13096	dzedbe	mendengar radio	indonesia
13097	dzedbe	menonton tv	indonesia
13098	zkwtsg	dengan ibu	jawa
13099	zkwtsg	dengan bapak	jawa
13100	zkwtsg	dengan kakak/adik	jawa
13101	zkwtsg	dengan nenek dan kakek	jawa
13103	zkwtsg	dengan sanak saudara (tante, om, sepupu, dll)	jawa
13104	zkwtsg	dengan tetangga	indonesia
13105	zkwtsg	dengan tetangga	jawa
13107	zkwtsg	apabila marah	jawa
13108	zkwtsg	dalam mimpi	jawa
13109	zkwtsg	berhitung	indonesia
13110	zkwtsg	berhitung	jawa
13111	zkwtsg	kirim sms ke keluarga	indonesia
13112	zkwtsg	kirim sms ke keluarga	jawa
13113	zkwtsg	kirim sms ke teman	indonesia
13114	zkwtsg	kirim sms ke teman	jawa
13116	zkwtsg	dalam jejaring sosial (fb)	indonesia
13117	zkwtsg	dalam jejaring sosial (fb)	jawa
13118	zkwtsg	berdoa dalam hati	indonesia
13119	zkwtsg	berdoa di tempat ibadah	indonesia
13124	zkwtsg	di bank	indonesia
13125	zkwtsg	di kantor pos	indonesia
13127	zkwtsg	di sd dengan teman sekelas	jawa ngoko
13129	zkwtsg	di sma dengan teman sekelas	jawa ngoko
13137	xowfpw	dengan ibu	indonesia
13138	xowfpw	dengan ibu	jawa
13139	xowfpw	dengan bapak	jawa
13140	xowfpw	dengan kakak/adik	jawa
13141	xowfpw	dengan nenek dan kakek	jawa
13143	xowfpw	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
13144	xowfpw	dengan sanak saudara (tante, om, sepupu, dll)	jawa
13145	xowfpw	dengan tetangga	jawa
13147	xowfpw	apabila marah	jawa
13148	xowfpw	dalam mimpi	jawa
13149	xowfpw	berhitung	indonesia
13150	xowfpw	kirim sms ke keluarga	indonesia
13151	xowfpw	kirim sms ke teman	indonesia
13153	xowfpw	dalam jejaring sosial (fb)	indonesia
13154	xowfpw	berdoa dalam hati	indonesia
13155	xowfpw	berdoa di tempat ibadah	indonesia
13156	xowfpw	di rumah	indonesia
13157	xowfpw	di rumah	jawa
13159	xowfpw	di pasar	indonesia
13160	xowfpw	di pasar	jawa
13161	xowfpw	di warung	indonesia
13162	xowfpw	di warung	jawa
13163	xowfpw	di bank	indonesia
13164	xowfpw	di kantor pos	indonesia
13165	xowfpw	di sd dengan guru	indonesia
13166	xowfpw	di sd dengan teman sekelas	jawa
13167	xowfpw	di sma dengan guru	indonesia
13168	xowfpw	di sma dengan teman sekelas	jawa
13169	xowfpw	di kendaraan umum	indonesia
13170	xowfpw	membaca novel/buku cerita	indonesia
13171	xowfpw	membaca koran	indonesia
13172	xowfpw	membaca majalah	indonesia
13173	xowfpw	mendengar musik	indonesia
13174	xowfpw	mendengar radio	indonesia
13175	xowfpw	menonton tv	indonesia
13176	pmoehj	dengan ibu	jawa krama
13177	pmoehj	dengan bapak	jawa krama
13178	pmoehj	dengan kakak/adik	jawa ngoko
13179	pmoehj	dengan nenek dan kakek	jawa krama
13181	pmoehj	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
13182	pmoehj	dengan tetangga	krama
13183	pmoehj	dengan tetangga	ngoko
13185	pmoehj	apabila marah	jawa ngoko
13186	pmoehj	dalam mimpi	jawa ngoko
13187	pmoehj	berhitung	jawa ngoko
13188	pmoehj	kirim sms ke keluarga	jawa krama
13189	pmoehj	kirim sms ke teman	jawa ngoko
13191	pmoehj	dalam jejaring sosial (fb)	jawa ngoko
13192	pmoehj	berdoa dalam hati	jawa krama
13193	pmoehj	berdoa di tempat ibadah	jawa krama
13194	pmoehj	di rumah	jawa krama
13196	pmoehj	di pasar	jawa krama
13197	pmoehj	di warung	jawa krama
13200	pmoehj	di sd dengan guru	jawa krama
13201	pmoehj	di sd dengan teman sekelas	jawa ngoko
13202	pmoehj	di sma dengan guru	jawa krama
13203	pmoehj	di sma dengan teman sekelas	jawa krama
13204	pmoehj	di kendaraan umum	jawa krama
13205	pmoehj	membaca novel/buku cerita	indonesia
13206	pmoehj	membaca koran	indonesia
13207	pmoehj	membaca majalah	indonesia
13208	pmoehj	membaca majalah	jawa
13209	pmoehj	mendengar musik	indonesia
13210	pmoehj	mendengar radio	indonesia
13211	pmoehj	mendengar radio	jawa
13212	pmoehj	menonton tv	indonesia
13213	gpztzj	dengan ibu	indonesia
13214	gpztzj	dengan bapak	indonesia
13215	gpztzj	dengan kakak/adik	indonesia
13216	gpztzj	dengan kakak/adik	jawa ngoko
13217	gpztzj	dengan nenek dan kakek	indonesia
13219	gpztzj	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
13220	gpztzj	dengan tetangga	indonesia
13222	gpztzj	apabila marah	indonesia
13223	gpztzj	dalam mimpi	indonesia
13224	gpztzj	berhitung	indonesia
13225	gpztzj	berhitung	jawa
13226	gpztzj	kirim sms ke keluarga	indonesia
13227	gpztzj	kirim sms ke teman	jawa
13229	gpztzj	dalam jejaring sosial (fb)	indonesia
13230	gpztzj	berdoa dalam hati	arab
13231	gpztzj	berdoa dalam hati	indonesia
13232	gpztzj	berdoa di tempat ibadah	arab
13233	gpztzj	di rumah	indonesia
13235	gpztzj	di pasar	jawa krama
13236	gpztzj	di warung	krama
13237	gpztzj	di warung	ngoko
13238	gpztzj	di bank	indonesia
13239	gpztzj	di kantor pos	indonesia
13240	gpztzj	di sd dengan guru	indonesia
13241	gpztzj	di sd dengan teman sekelas	indonesia
13242	gpztzj	di sd dengan teman sekelas	jawa ngapak
13243	gpztzj	di sma dengan guru	arab
13244	gpztzj	di sma dengan guru	indonesia
13245	gpztzj	di sma dengan teman sekelas	indonesia
13246	gpztzj	di kendaraan umum	indonesia
13247	gpztzj	membaca novel/buku cerita	indonesia
13248	gpztzj	membaca koran	indonesia
13249	gpztzj	membaca majalah	indonesia
13250	gpztzj	mendengar musik	inggris
13251	gpztzj	mendengar musik	jawa
13253	gpztzj	menonton tv	indonesia
13254	gbohvg	dengan ibu	jawa ngoko
13255	gbohvg	dengan bapak	jawa ngoko
13256	gbohvg	dengan kakak/adik	jawa ngoko
13257	gbohvg	dengan nenek dan kakek	jawa krama
13259	gbohvg	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
13260	gbohvg	dengan tetangga	jawa krama
13262	gbohvg	apabila marah	jawa ngoko
13263	gbohvg	dalam mimpi	jawa ngoko
13264	gbohvg	berhitung	jawa ngoko
13265	gbohvg	kirim sms ke keluarga	jawa krama
13266	gbohvg	kirim sms ke teman	jawa ngoko
13268	gbohvg	dalam jejaring sosial (fb)	indonesia
13269	gbohvg	berdoa dalam hati	jawa krama
13270	gbohvg	berdoa di tempat ibadah	jawa krama
13271	gbohvg	di rumah	jawa ngoko
13273	gbohvg	di pasar	jawa krama
13274	gbohvg	di warung	jawa ngoko
13275	gbohvg	di bank	indonesia
13276	gbohvg	di kantor pos	indonesia
13277	gbohvg	di sd dengan guru	jawa krama
13278	gbohvg	di sd dengan teman sekelas	jawa ngoko
13279	gbohvg	di sma dengan guru	jawa krama
13280	gbohvg	di sma dengan teman sekelas	jawa ngoko
13281	gbohvg	di kendaraan umum	jawa krama
13282	gbohvg	membaca novel/buku cerita	indonesia
13283	gbohvg	membaca koran	indonesia
13284	gbohvg	membaca majalah	indonesia
13285	gbohvg	membaca majalah	jawa
13286	gbohvg	mendengar musik	indonesia
13287	gbohvg	mendengar radio	indonesia
13288	gbohvg	mendengar radio	jawa
13289	gbohvg	menonton tv	indonesia
14399	rqopfd	dengan ibu	jawa (halus)
14400	rqopfd	dengan bapak	jawa (halus)
14401	rqopfd	dengan kakak/adik	jawa
14402	rqopfd	dengan nenek dan kakek	jawa (halus)
14403	rqopfd	dengan suami/istri (kalau sudah menikah)	arab
14404	rqopfd	dengan suami/istri (kalau sudah menikah)	jawa
14405	rqopfd	dengan suami/istri (kalau sudah menikah)	indonesia
14406	rqopfd	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
14407	rqopfd	dengan sanak saudara (tante, om, sepupu, dll)	jawa
14408	rqopfd	dengan tetangga	jawa
14410	rqopfd	apabila marah	indonesia
14411	rqopfd	apabila marah	jawa
14412	rqopfd	dalam mimpi	indonesia
14413	rqopfd	dalam mimpi	jawa
14414	rqopfd	berhitung	indonesia
14415	rqopfd	berhitung	jawa
14416	rqopfd	kirim sms ke keluarga	jawa
14417	rqopfd	kirim sms ke teman	indonesia
14418	rqopfd	kirim sms ke teman	jawa
14420	rqopfd	dalam jejaring sosial (fb)	indonesia
14421	rqopfd	dalam jejaring sosial (fb)	jawa
14422	rqopfd	berdoa dalam hati	arab
14423	rqopfd	berdoa dalam hati	jawa
14424	rqopfd	berdoa dalam hati	indonesia
14425	rqopfd	berdoa di tempat ibadah	arab
14426	rqopfd	di rumah	jawa
14427	rqopfd	di tempat kerja	indonesia
14428	rqopfd	di pasar	indonesia
14429	rqopfd	di pasar	jawa
14430	rqopfd	di warung	indonesia
14431	rqopfd	di warung	jawa
14432	rqopfd	di bank	indonesia
14433	rqopfd	di kantor pos	indonesia
14434	rqopfd	di sd dengan guru	indonesia
14435	rqopfd	di sd dengan teman sekelas	jawa
14436	rqopfd	di sma dengan guru	indonesia
14437	rqopfd	di sma dengan teman sekelas	indonesia
14438	rqopfd	di sma dengan teman sekelas	jawa
14439	rqopfd	di kendaraan umum	indonesia
14440	rqopfd	di kendaraan umum	jawa
14441	rqopfd	membaca novel/buku cerita	indonesia
14442	rqopfd	membaca koran	indonesia
14443	rqopfd	membaca majalah	indonesia
14444	rqopfd	mendengar musik	indonesia
14445	rqopfd	mendengar musik	jawa
14446	rqopfd	mendengar radio	indonesia
14447	rqopfd	menonton tv	indonesia
14448	rqopfd	menonton tv	jawa
14449	clqkap	dengan ibu	jawa
14450	clqkap	dengan bapak	jawa
14451	clqkap	dengan kakak/adik	jawa
14452	clqkap	dengan nenek dan kakek	jawa
14454	clqkap	dengan sanak saudara (tante, om, sepupu, dll)	jawa
14457	clqkap	apabila marah	jawa
14458	clqkap	dalam mimpi	indonesia
14459	clqkap	berhitung	indonesia
14460	clqkap	kirim sms ke keluarga	jawa
14461	clqkap	kirim sms ke teman	indonesia
14462	clqkap	kirim sms ke teman	jawa
14464	clqkap	dalam jejaring sosial (fb)	indonesia
14465	clqkap	dalam jejaring sosial (fb)	inggris
14466	clqkap	berdoa dalam hati	indonesia
14467	clqkap	berdoa di tempat ibadah	indonesia
14468	clqkap	di rumah	jawa
14469	clqkap	di tempat kerja	indonesia
14470	clqkap	di pasar	indonesia
